-2.9379,0.43661,-2.791,0.63602,-2.6441,0.58794,-2.4972,0.50082,-2.3503,0.48255,-2.2034,0.41191,-2.0565,0.58602,-1.9096,0.55522,-1.7627,0.53103,-1.6158,0.57311,-1.4689,0.55656,-1.322,0.61991,-1.1752,0.62705,-1.0283,0.67285,-0.88136,0.74729,-0.73447,0.82545,-0.58758,0.93689,-0.44068,1.1384,-0.29379,1.4729,-0.14689,0
-3.0743,0.78687,-2.9206,0.85979,-2.7669,0.62454,-2.6132,0.59595,-2.4595,0.4728,-2.3058,0.42125,-2.152,0.57307,-1.9983,0.51751,-1.8446,0.54374,-1.6909,0.54071,-1.5372,0.57639,-1.3835,0.70161,-1.2297,0.60798,-1.076,0.65512,-0.9223,0.67774,-0.76859,0.75792,-0.61487,0.87322,-0.46115,1.1467,-0.30743,1.5089,-0.15372,0
-3.0859,0.53811,-2.9316,0.40757,-2.7773,0.43742,-2.623,0.47321,-2.4687,0.43925,-2.3144,0.41454,-2.1601,0.46897,-2.0058,0.52413,-1.8515,0.49687,-1.6972,0.5077,-1.5429,0.55151,-1.3886,0.53507,-1.2344,0.6056,-1.0801,0.66084,-0.92577,0.70097,-0.77147,0.76654,-0.61718,0.9195,-0.46288,1.1605,-0.30859,1.449,-0.15429,0
-2.9375,0.23304,-2.7906,0.55019,-2.6437,0.4897,-2.4968,0.44444,-2.35,0.41227,-2.2031,0.39525,-2.0562,0.50211,-1.9094,0.5169,-1.7625,0.49958,-1.6156,0.45359,-1.4687,0.48825,-1.3219,0.53642,-1.175,0.59949,-1.0281,0.65552,-0.88124,0.68701,-0.73437,0.76875,-0.58749,0.90016,-0.44062,1.1683,-0.29375,1.5154,-0.14687,0
-3.1046,0.33457,-2.9494,0.42501,-2.7942,0.59632,-2.6389,0.41138,-2.4837,0.44796,-2.3285,0.51672,-2.1732,0.4706,-2.018,0.53843,-1.8628,0.44896,-1.7075,0.56909,-1.5523,0.59193,-1.3971,0.62339,-1.2419,0.66921,-1.0866,0.68833,-0.93139,0.70874,-0.77616,0.76966,-0.62093,0.92377,-0.4657,1.1086,-0.31046,1.4766,-0.15523,0
-2.9758,0.6657,-2.827,0.52467,-2.6782,0.49524,-2.5294,0.4888,-2.3806,0.41315,-2.2318,0.46649,-2.083,0.35607,-1.9342,0.58495,-1.7855,0.68549,-1.6367,0.60733,-1.4879,0.58465,-1.3391,0.61632,-1.1903,0.62888,-1.0415,0.68396,-0.89273,0.70031,-0.74394,0.77,-0.59515,0.88656,-0.44637,1.1048,-0.29758,1.4939,-0.14879,0
-3.0728,0.39705,-2.9192,0.6034,-2.7655,0.55954,-2.6119,0.49184,-2.4582,0.421,-2.3046,0.42376,-2.151,0.47832,-1.9973,0.58412,-1.8437,0.55978,-1.69,0.49453,-1.5364,0.55782,-1.3828,0.54192,-1.2291,0.55853,-1.0755,0.65574,-0.92184,0.70634,-0.7682,0.72945,-0.61456,0.90361,-0.46092,1.1446,-0.30728,1.4799,-0.15364,0
-3.075,0.52677,-2.9212,0.5638,-2.7675,0.62961,-2.6137,0.40578,-2.46,0.48797,-2.3062,0.45742,-2.1525,0.5462,-1.9987,0.56337,-1.845,0.49537,-1.6912,0.53185,-1.5375,0.57264,-1.3837,0.59824,-1.23,0.60321,-1.0762,0.64463,-0.92249,0.74112,-0.76874,0.83518,-0.61499,0.97837,-0.46124,1.2329,-0.3075,1.4838,-0.15375,0
-3.0869,0.4693,-2.9326,0.56101,-2.7782,0.62112,-2.6239,0.66274,-2.4695,0.51373,-2.3152,0.5098,-2.1608,0.52142,-2.0065,0.56126,-1.8521,0.57207,-1.6978,0.53356,-1.5434,0.5691,-1.3891,0.58716,-1.2348,0.62054,-1.0804,0.67859,-0.92607,0.70946,-0.77172,0.80569,-0.61738,0.92464,-0.46303,1.1644,-0.30869,1.48,-0.15434,0
-3.0319,0.80944,-2.8803,0.52884,-2.7287,0.45163,-2.5771,0.33564,-2.4255,0.44386,-2.2739,0.43664,-2.1223,0.48231,-1.9707,0.55481,-1.8192,0.56517,-1.6676,0.53279,-1.516,0.57716,-1.3644,0.61226,-1.2128,0.58823,-1.0612,0.62986,-0.90958,0.7199,-0.75798,0.74292,-0.60638,0.85905,-0.45479,1.1,-0.30319,1.5022,-0.1516,0
