1.6244,1.7184,-0,1.8355,0.1481,1.3176,0.2963,0.9305,0.4444,0.7917,0.5925,0.6984,0.7407,0.6449,0.8888,0.6569,1.0369,0.576,1.1851,0.5696,1.3332,0.575,1.4813,0.5882,1.6295,0.5061,1.7776,0.4645,1.9257,0.4714,2.0739,0.4629,2.222,0.5244,2.3701,0.2898,2.5182,0.5439,2.6664,0.396,2.8145,0,-2.9379,0.43661,-2.791,0.63602,-2.6441,0.58794,-2.4972,0.50082,-2.3503,0.48255,-2.2034,0.41191,-2.0565,0.58602,-1.9096,0.55522,-1.7627,0.53103,-1.6158,0.57311,-1.4689,0.55656,-1.322,0.61991,-1.1752,0.62705,-1.0283,0.67285,-0.88136,0.74729,-0.73447,0.82545,-0.58758,0.93689,-0.44068,1.1384,-0.29379,1.4729,-0.14689,0
1.5776,1.7222,-0,1.648,0.0572,1.3906,0.1144,1.1425,0.1717,0.9108,0.2289,0.7481,0.2861,0.6348,0.3433,0.5619,0.4005,0.5099,0.4578,0.4678,0.515,0.4875,0.5722,0.4799,0.6294,0.3752,0.6866,0.4312,0.7439,0.3723,0.8011,0.3214,0.8583,0.432,0.9155,0.3075,0.9727,0.5316,1.03,0.2953,1.0872,0,-3.0743,0.78687,-2.9206,0.85979,-2.7669,0.62454,-2.6132,0.59595,-2.4595,0.4728,-2.3058,0.42125,-2.152,0.57307,-1.9983,0.51751,-1.8446,0.54374,-1.6909,0.54071,-1.5372,0.57639,-1.3835,0.70161,-1.2297,0.60798,-1.076,0.65512,-0.9223,0.67774,-0.76859,0.75792,-0.61487,0.87322,-0.46115,1.1467,-0.30743,1.5089,-0.15372,0
1.5775,1.7672,-0,1.7685,0.0875,1.3868,0.1751,1.0314,0.2626,0.8309,0.3501,0.6696,0.4376,0.5968,0.5252,0.5388,0.6127,0.4879,0.7002,0.4578,0.7877,0.3984,0.8753,0.2703,0.9628,0.3555,1.0503,0.1427,1.1378,0.1649,1.2254,0.0925,1.3129,0.2737,1.4004,0.741,1.4879,0,1.5755,-0.3403,1.663,0,-3.0859,0.53811,-2.9316,0.40757,-2.7773,0.43742,-2.623,0.47321,-2.4687,0.43925,-2.3144,0.41454,-2.1601,0.46897,-2.0058,0.52413,-1.8515,0.49687,-1.6972,0.5077,-1.5429,0.55151,-1.3886,0.53507,-1.2344,0.6056,-1.0801,0.66084,-0.92577,0.70097,-0.77147,0.76654,-0.61718,0.9195,-0.46288,1.1605,-0.30859,1.449,-0.15429,0
1.6243,1.775,-0,1.7821,0.1263,1.4295,0.2526,0.9701,0.3789,0.738,0.5052,0.6561,0.6315,0.5307,0.7578,0.4926,0.8841,0.5506,1.0104,0.4417,1.1367,0.3673,1.263,0.4127,1.3893,0.398,1.5156,0.4438,1.6419,0.235,1.7682,0.2703,1.8945,0.2737,2.0208,0,2.1471,0,2.2734,-0.3403,2.3997,0,-2.9375,0.23304,-2.7906,0.55019,-2.6437,0.4897,-2.4968,0.44444,-2.35,0.41227,-2.2031,0.39525,-2.0562,0.50211,-1.9094,0.5169,-1.7625,0.49958,-1.6156,0.45359,-1.4687,0.48825,-1.3219,0.53642,-1.175,0.59949,-1.0281,0.65552,-0.88124,0.68701,-0.73437,0.76875,-0.58749,0.90016,-0.44062,1.1683,-0.29375,1.5154,-0.14687,0
1.612,1.7701,-0,1.8223,0.147,1.3688,0.294,0.9548,0.441,0.7602,0.588,0.6819,0.735,0.6454,0.882,0.634,1.029,0.6182,1.176,0.5977,1.323,0.5978,1.4701,0.5082,1.6171,0.5318,1.7641,0.5482,1.9111,0.4548,2.0581,0.7297,2.2051,0.4301,2.3521,0.2239,2.4991,0,2.6461,0.3403,2.7931,0,-3.1046,0.33457,-2.9494,0.42501,-2.7942,0.59632,-2.6389,0.41138,-2.4837,0.44796,-2.3285,0.51672,-2.1732,0.4706,-2.018,0.53843,-1.8628,0.44896,-1.7075,0.56909,-1.5523,0.59193,-1.3971,0.62339,-1.2419,0.66921,-1.0866,0.68833,-0.93139,0.70874,-0.77616,0.76966,-0.62093,0.92377,-0.4657,1.1086,-0.31046,1.4766,-0.15523,0
1.6178,1.7204,-0,1.7215,0.0758,1.4245,0.1516,1.0593,0.2274,0.7996,0.3031,0.6952,0.3789,0.6086,0.4547,0.5776,0.5305,0.5856,0.6063,0.5218,0.6821,0.4693,0.7578,0.3537,0.8336,0.4199,0.9094,0.584,0.9852,0.4501,1.061,0.4264,1.1368,0.1854,1.2125,0.3537,1.2883,0.3403,1.3641,0,1.4399,0,-2.9758,0.6657,-2.827,0.52467,-2.6782,0.49524,-2.5294,0.4888,-2.3806,0.41315,-2.2318,0.46649,-2.083,0.35607,-1.9342,0.58495,-1.7855,0.68549,-1.6367,0.60733,-1.4879,0.58465,-1.3391,0.61632,-1.1903,0.62888,-1.0415,0.68396,-0.89273,0.70031,-0.74394,0.77,-0.59515,0.88656,-0.44637,1.1048,-0.29758,1.4939,-0.14879,0
1.6188,1.7518,-0,1.8867,0.1486,1.2397,0.2972,0.8527,0.4458,0.6786,0.5944,0.5711,0.743,0.5434,0.8917,0.4612,1.0403,0.5555,1.1889,0.5184,1.3375,0.3673,1.4861,0.5107,1.6347,0.5117,1.7833,0.26,1.9319,0.5542,2.0805,0.2232,2.2291,0,2.3778,0.2616,2.5264,0,2.675,0,2.8236,0,-3.0728,0.39705,-2.9192,0.6034,-2.7655,0.55954,-2.6119,0.49184,-2.4582,0.421,-2.3046,0.42376,-2.151,0.47832,-1.9973,0.58412,-1.8437,0.55978,-1.69,0.49453,-1.5364,0.55782,-1.3828,0.54192,-1.2291,0.55853,-1.0755,0.65574,-0.92184,0.70634,-0.7682,0.72945,-0.61456,0.90361,-0.46092,1.1446,-0.30728,1.4799,-0.15364,0
1.6116,1.7626,-0,1.8695,0.1547,1.2504,0.3095,0.8606,0.4642,0.7034,0.619,0.6903,0.7737,0.5926,0.9285,0.5347,1.0832,0.4116,1.2379,0.3157,1.3927,0.3944,1.5474,0.4517,1.7022,0.3453,1.8569,0.4509,2.0116,0.5268,2.1664,0.5503,2.3211,0.6404,2.4759,0.3751,2.6306,0.4243,2.7854,0.0929,2.9401,0,-3.075,0.52677,-2.9212,0.5638,-2.7675,0.62961,-2.6137,0.40578,-2.46,0.48797,-2.3062,0.45742,-2.1525,0.5462,-1.9987,0.56337,-1.845,0.49537,-1.6912,0.53185,-1.5375,0.57264,-1.3837,0.59824,-1.23,0.60321,-1.0762,0.64463,-0.92249,0.74112,-0.76874,0.83518,-0.61499,0.97837,-0.46124,1.2329,-0.3075,1.4838,-0.15375,0
1.6293,1.7596,-0,1.8367,0.1535,1.3157,0.307,0.9024,0.4605,0.7166,0.614,0.7034,0.7675,0.5962,0.921,0.6086,1.0744,0.5768,1.2279,0.4329,1.3814,0.4481,1.5349,0.4417,1.6884,0.2726,1.8419,0.1739,1.9954,0.208,2.1489,0.2643,2.3024,0,2.4559,0,2.6094,0,2.7629,0.1462,2.9164,0,-3.0869,0.4693,-2.9326,0.56101,-2.7782,0.62112,-2.6239,0.66274,-2.4695,0.51373,-2.3152,0.5098,-2.1608,0.52142,-2.0065,0.56126,-1.8521,0.57207,-1.6978,0.53356,-1.5434,0.5691,-1.3891,0.58716,-1.2348,0.62054,-1.0804,0.67859,-0.92607,0.70946,-0.77172,0.80569,-0.61738,0.92464,-0.46303,1.1644,-0.30869,1.48,-0.15434,0
1.6473,1.771,-0,1.8114,0.1264,1.3855,0.2528,0.9246,0.3791,0.7419,0.5055,0.6591,0.6319,0.6056,0.7583,0.5997,0.8847,0.5975,1.0111,0.7596,1.1374,0.6544,1.2638,0.5361,1.3902,0.4569,1.5166,0.5988,1.643,0.7957,1.7693,0.5871,1.8957,0.1808,2.0221,0,2.1485,0,2.2749,-0.3403,2.4013,0,-3.0319,0.80944,-2.8803,0.52884,-2.7287,0.45163,-2.5771,0.33564,-2.4255,0.44386,-2.2739,0.43664,-2.1223,0.48231,-1.9707,0.55481,-1.8192,0.56517,-1.6676,0.53279,-1.516,0.57716,-1.3644,0.61226,-1.2128,0.58823,-1.0612,0.62986,-0.90958,0.7199,-0.75798,0.74292,-0.60638,0.85905,-0.45479,1.1,-0.30319,1.5022,-0.1516,0
