1.5623,1.7867,-0,1.7179,0.0973,1.4367,0.1947,1.0506,0.292,0.8366,0.3893,0.7128,0.4866,0.6677,0.584,0.6087,0.6813,0.5498,0.7786,0.4514,0.876,0.5672,0.9733,0.3803,1.0706,0.5082,1.1679,0.5189,1.2653,0.5889,1.3626,0.5156,1.4599,0.5156,1.5573,0.2337,1.6546,0.5083,1.7519,0.2702,1.8492,0,161.05,123.09,93.138
1.5915,1.7638,-0,1.8703,0.1559,1.2201,0.3117,0.8636,0.4676,0.7142,0.6235,0.5997,0.7794,0.5957,0.9352,0.5625,1.0911,0.6725,1.247,0.6208,1.4029,0.6322,1.5587,0.7489,1.7146,0.5522,1.8705,0.5428,2.0264,0.4933,2.1822,0.5879,2.3381,0.5093,2.494,0.2947,2.6499,0.1668,2.8057,0.2237,2.9616,0,189.47,154.53,123.86
1.5608,1.7173,-0,1.856,0.1562,1.3031,0.3123,0.857,0.4685,0.7543,0.6246,0.7214,0.7808,0.7018,0.937,0.5644,1.0931,0.6228,1.2493,0.5872,1.4054,0.6639,1.5616,0.6332,1.7177,0.6726,1.8739,0.4184,2.0301,0.3079,2.1862,0.3778,2.3424,0.0681,2.4985,0,2.6547,0,2.8109,0,2.967,0,166.9,132.25,105.05
1.553,1.7805,-0,1.7768,0.1055,1.3322,0.2109,1.0041,0.3164,0.7935,0.4218,0.6692,0.5273,0.6038,0.6327,0.5327,0.7382,0.5068,0.8437,0.5444,0.9491,0.5508,1.0546,0.4476,1.16,0.4261,1.2655,0.3396,1.3709,0.4637,1.4764,0.4973,1.5818,0.4189,1.6873,0.5184,1.7928,0.5074,1.8982,0.1136,2.0037,0,188.2,150.2,117.24
1.5776,1.6375,-0,1.888,0.1502,1.2192,0.3005,0.9308,0.4507,0.8001,0.6009,0.7068,0.7512,0.6541,0.9014,0.5669,1.0516,0.4989,1.2019,0.5353,1.3521,0.5386,1.5023,0.4883,1.6526,0.5471,1.8028,0.4689,1.953,0.4754,2.1033,0.2816,2.2535,0.2551,2.4038,0.3738,2.554,0.3646,2.7042,0.1979,2.8545,0,145.31,111.98,86.257
1.5701,1.7485,-0,1.8512,0.1456,1.2762,0.2913,0.881,0.4369,0.7119,0.5826,0.6511,0.7282,0.6315,0.8739,0.6948,1.0195,0.6016,1.1652,0.6769,1.3108,0.609,1.4565,0.3219,1.6021,0.3469,1.7478,0.399,1.8934,0.0395,2.039,0.2968,2.1847,0.2737,2.3303,0,2.476,0.1521,2.6216,0,2.7673,0,187.84,149.79,116.31
1.6164,1.7837,-0,1.8683,0.1521,1.236,0.3042,0.8695,0.4563,0.6899,0.6084,0.5761,0.7605,0.6187,0.9126,0.6252,1.0647,0.4019,1.2168,0.5365,1.3689,0.7941,1.521,0.7432,1.6731,0.5436,1.8252,0.4268,1.9773,0.7496,2.1294,0.6103,2.2815,0.2685,2.4336,0,2.5857,0.5004,2.7377,0,2.8898,0,189.75,155.59,125.18
1.6368,1.726,-0,1.8756,0.1527,1.2568,0.3055,0.8592,0.4582,0.751,0.611,0.7015,0.7637,0.6952,0.9164,0.5701,1.0692,0.4727,1.2219,0.6062,1.3747,0.6721,1.5274,0.5613,1.6801,0.4401,1.8329,0.2535,1.9856,0.328,2.1384,0.2076,2.2911,0.2497,2.4438,0.1398,2.5966,0.1601,2.7493,0.149,2.9021,0,155.47,121.98,95.159
1.63,1.7456,-0,1.8335,0.1195,1.303,0.2389,0.9409,0.3584,0.7741,0.4779,0.6592,0.5974,0.6683,0.7168,0.5953,0.8363,0.4621,0.9558,0.3644,1.0752,0.3672,1.1947,0.4421,1.3142,0.4734,1.4336,0.4143,1.5531,0.497,1.6726,0.6355,1.7921,0.6731,1.9115,0.5899,2.031,0.3616,2.1505,0.6207,2.2699,0,190.14,152.17,117.86
1.6067,1.784,-0,1.8126,0.1421,1.3685,0.2842,0.9536,0.4263,0.7469,0.5684,0.677,0.7105,0.638,0.8526,0.6394,0.9947,0.539,1.1369,0.5407,1.279,0.3961,1.4211,0.4401,1.5632,0.4146,1.7053,0.4094,1.8474,0.3733,1.9895,0.467,2.1316,0.0631,2.2737,0.1096,2.4158,0,2.5579,0,2.7,0,161.73,124.92,94.049
1.6244,1.8034,-0,1.5269,0.0731,1.423,0.1461,1.2195,0.2192,0.9848,0.2923,0.8204,0.3653,0.7046,0.4384,0.6246,0.5115,0.5381,0.5845,0.5228,0.6576,0.4542,0.7306,0.4461,0.8037,0.3866,0.8768,0.3368,0.9498,0.3967,1.0229,0.2531,1.096,0.3188,1.169,0.2907,1.2421,0.1721,1.3152,0.138,1.3882,0,155.11,121.4,90.247
1.5776,1.7775,-0,1.4521,0.0549,1.3495,0.1097,1.2511,0.1646,1.0708,0.2194,0.8858,0.2743,0.7353,0.3291,0.6548,0.384,0.5752,0.4388,0.5026,0.4937,0.4666,0.5485,0.4245,0.6034,0.337,0.6583,0.3628,0.7131,0.348,0.768,0.2874,0.8228,0.3167,0.8777,0.2809,0.9325,0.0702,0.9874,0.2193,1.0422,0,168.28,129.05,95.222
1.5775,1.7672,-0,1.5602,0.0611,1.3818,0.1222,1.216,0.1834,1.007,0.2445,0.8068,0.3056,0.6986,0.3667,0.5966,0.4279,0.5028,0.489,0.5056,0.5501,0.4434,0.6112,0.4531,0.6724,0.3845,0.7335,0.3552,0.7946,0.3432,0.8557,0.2999,0.9169,0.2767,0.978,0.6926,1.0391,0,1.1002,-0.3403,1.1614,0,182.91,144.34,111.19
1.6243,1.8325,-0,1.4521,0.0536,1.2779,0.1072,1.2085,0.1608,1.065,0.2144,0.9134,0.268,0.7922,0.3216,0.7012,0.3752,0.6104,0.4288,0.5362,0.4824,0.5066,0.536,0.452,0.5896,0.3982,0.6432,0.3754,0.6968,0.3691,0.7504,0.3282,0.804,0.301,0.8576,0.0878,0.9112,0.3876,0.9648,0.2787,1.0184,0,163.62,130.71,100.6
1.612,1.8205,-0,1.5824,0.0774,1.4087,0.1547,1.1906,0.2321,0.9797,0.3095,0.8167,0.3868,0.6801,0.4642,0.5951,0.5416,0.5553,0.619,0.4871,0.6963,0.5124,0.7737,0.4636,0.8511,0.4364,0.9284,0.3841,1.0058,0.3338,1.0832,0.324,1.1605,0.257,1.2379,0.4117,1.3153,0.0712,1.3926,0.1164,1.47,0,162.07,130.66,101.41
1.6178,1.788,-0,1.4969,0.0542,1.3325,0.1085,1.2225,0.1627,1.0479,0.217,0.8764,0.2712,0.7389,0.3255,0.6287,0.3797,0.5603,0.4339,0.5173,0.4882,0.4523,0.5424,0.4655,0.5967,0.4019,0.6509,0.3874,0.7051,0.3228,0.7594,0.2597,0.8136,0.3369,0.8679,0.3966,0.9221,0.319,0.9764,0.2566,1.0306,0,175.8,140.95,110.38
1.6188,1.821,-0,1.497,0.0691,1.4164,0.1382,1.2264,0.2072,1.0091,0.2763,0.8262,0.3454,0.718,0.4145,0.6498,0.4836,0.5818,0.5526,0.5231,0.6217,0.5039,0.6908,0.4791,0.7599,0.4787,0.829,0.4519,0.898,0.4406,0.9671,0.4883,1.0362,0.4532,1.1053,0.4521,1.1744,0.381,1.2434,0.3055,1.3125,0,149.21,116.94,86.742
1.6116,1.8253,-0,1.5492,0.0756,1.3873,0.1511,1.2028,0.2267,0.997,0.3022,0.8376,0.3778,0.7331,0.4534,0.6389,0.5289,0.5889,0.6045,0.5462,0.68,0.5203,0.7556,0.4068,0.8311,0.46,0.9067,0.412,0.9823,0.4539,1.0578,0.2216,1.1334,0.1929,1.2089,0.3368,1.2845,0.2106,1.3601,0,1.4356,0,158.21,126.04,99.605
1.6293,1.7831,-0,1.496,0.0435,1.2857,0.0871,1.1625,0.1306,1.0381,0.1741,0.9035,0.2176,0.777,0.2612,0.6818,0.3047,0.6021,0.3482,0.5291,0.3918,0.489,0.4353,0.4479,0.4788,0.4118,0.5223,0.3487,0.5659,0.2892,0.6094,0.2493,0.6529,0.1845,0.6964,0.31,0.74,0.1787,0.7835,0.0776,0.827,0,187.46,150.75,121.14
1.6473,1.803,-0,1.6789,0.1073,1.4458,0.2146,1.116,0.3219,0.884,0.4292,0.7288,0.5365,0.6343,0.6438,0.5768,0.7511,0.5475,0.8584,0.4649,0.9658,0.4545,1.0731,0.5012,1.1804,0.1919,1.2877,0.0531,1.395,0,1.5023,-0.0086,1.6096,0,1.7169,-0.3403,1.8242,-0.0666,1.9315,0,2.0388,0,159.91,127.55,101.29
1.5623,1.8329,-0,1.3934,0.0623,1.3626,0.1246,1.2492,0.187,1.0729,0.2493,0.9058,0.3116,0.782,0.3739,0.673,0.4362,0.6126,0.4986,0.5623,0.5609,0.5508,0.6232,0.4897,0.6855,0.4691,0.7478,0.4741,0.8101,0.3928,0.8725,0.4162,0.9348,0.3237,0.9971,0.4566,1.0594,0.3477,1.1217,0.2912,1.1841,0,133.79,104.97,79.097
1.5915,1.7849,-0,1.6611,0.0864,1.4489,0.1728,1.1448,0.2592,0.8898,0.3456,0.7303,0.4321,0.6174,0.5185,0.5534,0.6049,0.4831,0.6913,0.495,0.7777,0.3249,0.8641,0.3246,0.9505,0.4912,1.0369,0.3185,1.1234,0.3197,1.2098,0,1.2962,0,1.3826,0,1.469,0,1.5554,0,1.6418,0,178.77,139.51,107.24
1.5608,1.8041,-0,1.5953,0.0887,1.49,0.1774,1.191,0.2661,0.9076,0.3549,0.7536,0.4436,0.659,0.5323,0.5845,0.621,0.5265,0.7097,0.5115,0.7984,0.3905,0.8872,0.5336,0.9759,0.3745,1.0646,0.2191,1.1533,0.3061,1.242,0.3979,1.3307,0.1601,1.4195,0.2616,1.5082,0.362,1.5969,0,1.6856,0,137.14,102.75,71.611
1.553,1.7848,-0,1.5291,0.0743,1.4643,0.1486,1.2297,0.2228,0.9811,0.2971,0.7891,0.3714,0.6805,0.4457,0.5877,0.52,0.5391,0.5943,0.4878,0.6685,0.4369,0.7428,0.4189,0.8171,0.428,0.8914,0.3464,0.9657,0.3961,1.04,0.3826,1.1142,0.237,1.1885,0.3092,1.2628,0.3013,1.3371,0,1.4114,0,156.59,115.77,81.066
1.5776,1.7028,-0,1.4261,0.0424,1.4143,0.0849,1.2892,0.1273,1.0868,0.1697,0.9004,0.2121,0.7427,0.2546,0.6468,0.297,0.5593,0.3394,0.5026,0.3819,0.457,0.4243,0.4354,0.4667,0.395,0.5091,0.3691,0.5516,0.2996,0.594,0.2632,0.6364,0.3185,0.6788,0.2847,0.7213,0.5313,0.7637,0.4149,0.8061,0,132.54,98.824,67.838
1.5701,1.7088,-0,1.5005,0.0473,1.4622,0.0945,1.2741,0.1418,1.0156,0.189,0.817,0.2363,0.6822,0.2835,0.5629,0.3308,0.5055,0.378,0.4405,0.4253,0.3716,0.4725,0.3803,0.5198,0.4527,0.567,0.2986,0.6143,0.1841,0.6615,0.1316,0.7088,0.2288,0.756,0.0758,0.8033,0,0.8505,0,0.8978,0,158.4,115.69,79.232
1.6164,1.7505,-0,1.5191,0.0573,1.4607,0.1147,1.2258,0.172,0.9816,0.2294,0.8184,0.2867,0.7073,0.344,0.6029,0.4014,0.5392,0.4587,0.5007,0.516,0.4536,0.5734,0.4427,0.6307,0.4159,0.6881,0.3267,0.7454,0.2914,0.8027,0.3064,0.8601,0.2216,0.9174,0.3298,0.9748,0.2343,1.0321,0.5399,1.0894,0,125.55,95.127,65.4
1.6368,1.7892,-0,1.5943,0.0797,1.4853,0.1595,1.1918,0.2392,0.9354,0.3189,0.7472,0.3986,0.6345,0.4784,0.5624,0.5581,0.4781,0.6378,0.4566,0.7176,0.3766,0.7973,0.4946,0.877,0.3392,0.9568,0.3789,1.0365,0.4434,1.1162,0,1.1959,0.2061,1.2757,0.3604,1.3554,0.1164,1.4351,0,1.5149,0,141.05,106.26,74.903
1.63,1.7443,-0,1.3957,0.0377,1.38,0.0754,1.283,0.1132,1.1001,0.1509,0.9109,0.1886,0.7591,0.2263,0.6429,0.264,0.5511,0.3017,0.5151,0.3395,0.4917,0.3772,0.4445,0.4149,0.3932,0.4526,0.3652,0.4903,0.3834,0.528,0.2979,0.5658,0.3344,0.6035,0.3791,0.6412,0.2482,0.6789,0.0881,0.7166,0,131.24,101.91,72.456
1.6067,1.7256,-0,1.4402,0.0448,1.4305,0.0895,1.2853,0.1343,1.0542,0.179,0.8614,0.2238,0.7222,0.2685,0.6356,0.3133,0.5655,0.358,0.4882,0.4028,0.4478,0.4475,0.408,0.4923,0.4285,0.5371,0.3962,0.5818,0.4832,0.6266,0.3986,0.6713,0.4518,0.7161,0.3207,0.7608,0.3419,0.8056,0.3463,0.8503,0,149.03,113.72,82.712
1.6124,1.8148,-0,1.8101,0.1568,1.2779,0.3137,0.9734,0.4705,0.8098,0.6273,0.7205,0.7842,0.671,0.941,0.5553,1.0978,0.5032,1.2546,0.5156,1.4115,0.4792,1.5683,0.4395,1.7251,0.3803,1.882,0.5012,2.0388,0.4321,2.1956,0.3092,2.3525,0.3321,2.5093,0.3108,2.6661,0.1765,2.8229,0.3234,2.9798,0,175.35,126.73,96.591
1.7438,1.7798,-0,1.8105,0.1492,1.3265,0.2983,1.0431,0.4475,0.8549,0.5966,0.7229,0.7458,0.6323,0.8949,0.5791,1.0441,0.5025,1.1932,0.476,1.3424,0.4573,1.4915,0.3792,1.6407,0.3255,1.7898,0.0571,1.939,0.1613,2.0881,-0.0214,2.2373,0.0027,2.3864,0.0681,2.5356,0,2.6848,0,2.8339,0,145.49,96.825,67.815
1.6807,1.8021,-0,1.8186,0.1569,1.2838,0.3138,0.9979,0.4707,0.8419,0.6276,0.7138,0.7846,0.6388,0.9415,0.5771,1.0984,0.5433,1.2553,0.5035,1.4122,0.5371,1.5691,0.4915,1.726,0.4188,1.8829,0.4158,2.0398,0.2777,2.1968,0.4877,2.3537,0.2555,2.5106,0.3142,2.6675,0.2134,2.8244,0.1602,2.9813,0,171.42,123.95,97.68
1.6791,1.8045,-0,1.8163,0.154,1.2909,0.308,0.9874,0.462,0.8319,0.616,0.7011,0.77,0.6248,0.924,0.5518,1.078,0.5358,1.232,0.5539,1.3859,0.5329,1.5399,0.5529,1.6939,0.4837,1.8479,0.4166,2.0019,0.4267,2.1559,0.3701,2.3099,0.2595,2.4639,0.3919,2.6179,0.27,2.7719,0.1815,2.9259,0,172.26,123.55,95.566
1.6351,1.7987,-0,1.789,0.1307,1.3466,0.2614,0.9861,0.3921,0.8085,0.5228,0.705,0.6535,0.6397,0.7842,0.578,0.9148,0.5403,1.0455,0.4936,1.1762,0.4965,1.3069,0.512,1.4376,0.5169,1.5683,0.4912,1.699,0.469,1.8297,0.3859,1.9604,0.1297,2.0911,0,2.2218,0,2.3525,0,2.4832,0,178.34,125.83,94.737
1.5967,1.8171,-0,1.8184,0.1559,1.2519,0.3117,0.946,0.4676,0.7896,0.6235,0.6858,0.7794,0.6153,0.9352,0.5635,1.0911,0.5762,1.247,0.5845,1.4029,0.5981,1.5587,0.5653,1.7146,0.5827,1.8705,0.5124,2.0264,0.2632,2.1822,0.3803,2.3381,0.2425,2.494,0.1531,2.6499,0,2.8057,0.0231,2.9616,0,176.94,126.11,95.727
1.7182,1.761,-0,1.6972,0.0979,1.4109,0.1958,1.0908,0.2936,0.8769,0.3915,0.7488,0.4894,0.6782,0.5873,0.6234,0.6851,0.5691,0.783,0.5311,0.8809,0.4771,0.9788,0.4601,1.0766,0.4118,1.1745,0.4295,1.2724,0.4081,1.3703,0.3482,1.4681,0.3495,1.566,0.2013,1.6639,0.1802,1.7618,0.2805,1.8596,0,157.29,108.59,80.71
1.7146,1.7767,-0,1.7956,0.1498,1.3556,0.2996,0.9983,0.4494,0.7998,0.5992,0.6928,0.749,0.6429,0.8988,0.5571,1.0486,0.5466,1.1984,0.5273,1.3482,0.5271,1.498,0.4906,1.6478,0.4139,1.7976,0.3981,1.9474,0.4401,2.0972,0.2185,2.247,0.484,2.3968,0.2583,2.5466,0.3096,2.6963,0.2427,2.8461,0,143.2,96.304,68.048
1.6163,1.8283,-0,1.7924,0.1497,1.2777,0.2994,0.9937,0.4491,0.802,0.5987,0.7015,0.7484,0.6493,0.8981,0.6175,1.0478,0.5465,1.1975,0.5283,1.3472,0.5269,1.4969,0.4854,1.6466,0.4575,1.7962,0.3694,1.9459,0.3744,2.0956,0.2724,2.2453,0.2557,2.395,0.2302,2.5447,0.1266,2.6944,0.3711,2.844,0,164.4,114.67,85.225
1.6144,1.7972,-0,1.809,0.1519,1.2907,0.3039,0.9862,0.4558,0.8212,0.6077,0.7131,0.7597,0.6481,0.9116,0.6022,1.0636,0.5684,1.2155,0.5156,1.3674,0.4824,1.5194,0.5308,1.6713,0.4203,1.8232,0.4608,1.9752,0.1454,2.1271,0.2823,2.2791,0.3175,2.431,0,2.5829,0.2907,2.7349,0,2.8868,0,175.59,126.58,98.074
1.6943,1.8211,-0,1.8075,0.148,1.3048,0.296,0.9944,0.4439,0.8294,0.5919,0.7084,0.7399,0.672,0.8879,0.5958,1.0358,0.5924,1.1838,0.5759,1.3318,0.489,1.4798,0.4953,1.6277,0.4242,1.7757,0.3597,1.9237,0.2824,2.0717,0.2367,2.2197,0.3012,2.3676,0.0631,2.5156,0.1965,2.6636,0.0042,2.8116,0,168.13,117.17,88.923
1.693,1.7899,-0,1.8172,0.1545,1.2941,0.309,0.9653,0.4635,0.7918,0.618,0.7454,0.7726,0.707,0.9271,0.6398,1.0816,0.5578,1.2361,0.562,1.3906,0.4867,1.5451,0.4291,1.6996,0.4535,1.8541,0.2793,2.0086,0.2534,2.1631,0.2847,2.3177,0.065,2.4722,-0.0489,2.6267,0.2969,2.7812,0.1601,2.9357,0,164.65,112.41,84.276
1.6975,1.7784,-0,1.7943,0.148,1.3301,0.296,0.9946,0.4441,0.8281,0.5921,0.7362,0.7401,0.6595,0.8881,0.6092,1.0362,0.5787,1.1842,0.5356,1.3322,0.5069,1.4802,0.408,1.6283,0.3564,1.7763,0.4395,1.9243,0.3754,2.0723,0.3454,2.2203,0.3156,2.3684,0.4187,2.5164,0.2157,2.6644,0,2.8124,0,148.69,100.52,72.156
1.5822,1.8369,-0,1.7093,0.1473,1.4167,0.2946,1.067,0.4419,0.8372,0.5892,0.7404,0.7365,0.6267,0.8837,0.5327,1.031,0.5152,1.1783,0.446,1.3256,0.4721,1.4729,0.5319,1.6202,0.4457,1.7675,0.4045,1.9148,0.3405,2.0621,0.3282,2.2094,0.4113,2.3567,0.1329,2.504,0.1086,2.6512,0.4567,2.7985,0,134.7,86.168,58.914
1.6658,1.8214,-0,1.7802,0.1538,1.345,0.3076,1.0245,0.4615,0.8497,0.6153,0.7279,0.7691,0.6623,0.9229,0.6753,1.0767,0.5967,1.2305,0.5518,1.3844,0.5251,1.5382,0.4923,1.692,0.3142,1.8458,0.333,1.9996,0.2513,2.1534,0.4268,2.3073,0.4655,2.4611,0.4354,2.6149,0.0788,2.7687,0.7314,2.9225,0,150.43,102.7,75.446
1.693,1.7659,-0,1.836,0.1489,1.2693,0.2977,0.955,0.4466,0.8221,0.5955,0.7232,0.7444,0.6224,0.8932,0.5604,1.0421,0.576,1.191,0.5179,1.3399,0.5352,1.4887,0.4852,1.6376,0.3453,1.7865,0.2916,1.9353,0.4487,2.0842,0.4879,2.2331,0,2.382,0,2.5308,0.2666,2.6797,0.199,2.8286,0,178,129.54,101.34
1.7324,1.7615,-0,1.8072,0.1504,1.3251,0.3008,1.005,0.4512,0.8391,0.6016,0.7626,0.752,0.697,0.9024,0.6126,1.0528,0.5981,1.2032,0.542,1.3536,0.4735,1.504,0.4607,1.6544,0.4113,1.8048,0.3806,1.9552,0.2841,2.1056,0.2238,2.256,0.1559,2.4064,0.2698,2.5568,0.2424,2.7072,0,2.8576,0,144.59,97.198,68.278
1.6697,1.7953,-0,1.8057,0.1562,1.3109,0.3125,0.9585,0.4687,0.7993,0.6249,0.7036,0.7812,0.6158,0.9374,0.6014,1.0937,0.5531,1.2499,0.5237,1.4061,0.5007,1.5624,0.4602,1.7186,0.3791,1.8748,0.3942,2.0311,0.469,2.1873,0.2366,2.3436,0.1436,2.4998,0.1176,2.656,0.2421,2.8123,0.3358,2.9685,0,166.49,120.98,93.37
1.705,1.7859,-0,1.7514,0.1217,1.3856,0.2435,1.0354,0.3652,0.8579,0.487,0.7369,0.6087,0.6689,0.7305,0.5974,0.8522,0.5658,0.974,0.531,1.0957,0.4281,1.2174,0.4308,1.3392,0.3982,1.4609,0.3349,1.5827,0.0359,1.7044,0.3541,1.8262,0.1909,1.9479,0.3126,2.0696,0.3853,2.1914,0.2777,2.3131,0,150.57,99.333,69.615
1.6796,1.7566,-0,1.7965,0.131,1.3481,0.262,0.9747,0.3931,0.7688,0.5241,0.6832,0.6551,0.6371,0.7861,0.5629,0.9171,0.5295,1.0482,0.5266,1.1792,0.474,1.3102,0.5876,1.4412,0.4502,1.5723,0.5225,1.7033,0.4716,1.8343,0.3249,1.9653,0.2737,2.0963,0.1181,2.2274,0,2.3584,0,2.4894,0,171.13,115.96,86.228
1.6244,1.7643,-0,1.548,0.0508,1.2947,0.1016,1.1793,0.1524,1.041,0.2032,0.8766,0.2541,0.7499,0.3049,0.6581,0.3557,0.5908,0.4065,0.5344,0.4573,0.4857,0.5081,0.4681,0.5589,0.4249,0.6097,0.425,0.6605,0.4003,0.7113,0.4507,0.7622,0.5843,0.813,0.3818,0.8638,0.4232,0.9146,0,0.9654,0,181.19,152.16,120.88
1.5776,1.8189,-0,1.5668,0.0592,1.2844,0.1185,1.1761,0.1777,1.0393,0.2369,0.8816,0.2962,0.7467,0.3554,0.6551,0.4146,0.5832,0.4739,0.5214,0.5331,0.5059,0.5923,0.5096,0.6516,0.5567,0.7108,0.484,0.77,0.4721,0.8293,0.5608,0.8885,0.3728,0.9477,0.116,1.007,0.1698,1.0662,0.2203,1.1254,0,174.3,145.22,115.24
1.5775,1.8056,-0,1.6553,0.0751,1.3328,0.1502,1.1574,0.2253,0.9652,0.3004,0.8242,0.3755,0.6973,0.4506,0.5919,0.5257,0.5371,0.6008,0.4571,0.6759,0.4435,0.751,0.369,0.8261,0.4842,0.9012,0.4236,0.9763,0.4918,1.0515,0.4007,1.1266,0.5124,1.2017,0,1.2768,0,1.3519,0,1.427,0,181.09,148.82,115.93
1.6243,1.7875,-0,1.5685,0.0526,1.3017,0.1053,1.1697,0.1579,1.0211,0.2105,0.8769,0.2631,0.7399,0.3158,0.635,0.3684,0.5759,0.421,0.5505,0.4737,0.5042,0.5263,0.4543,0.5789,0.4228,0.6315,0.4674,0.6842,0.4177,0.7368,0.4459,0.7894,0.4709,0.8421,0.4041,0.8947,0.4329,0.9473,0.3551,0.9999,0,181.8,150.35,116.31
1.612,1.7832,-0,1.5211,0.0515,1.2868,0.1031,1.1834,0.1546,1.0459,0.2062,0.8903,0.2577,0.7812,0.3093,0.6648,0.3608,0.613,0.4124,0.5514,0.4639,0.4944,0.5154,0.4538,0.567,0.4646,0.6185,0.473,0.6701,0.422,0.7216,0.3764,0.7732,0.3793,0.8247,0.3272,0.8763,0.678,0.9278,0.4337,0.9794,0,175.12,146.57,116.59
1.6178,1.7945,-0,1.4792,0.0434,1.2388,0.0868,1.1658,0.1302,1.0539,0.1736,0.9353,0.217,0.8182,0.2605,0.7018,0.3039,0.6294,0.3473,0.5748,0.3907,0.5222,0.4341,0.4807,0.4775,0.4663,0.5209,0.403,0.5643,0.4632,0.6077,0.4247,0.6511,0.398,0.6945,0.3452,0.7379,0.2244,0.7814,0.2944,0.8248,0,176.3,146.98,117.78
