"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40"
"1",-2.53723162510254,0.523592919750565,-0.331874146240152,-1.32888065181463,-1.37478633418875,-1.68144441927836,0.421188920344428,1.50802713674459,-0.623873978338507,-0.354765060816445,0.0993132914493133,-0.138236684296849,-0.898297825081954,0.409150141089438,-0.106869559344879,0.511935765062146,-0.00829588203617957,-0.196915781829344,0.0631190217807949,-0.0233615504536249,-0.0944646485896935,-0.0124889571869312,-0.00110752336235558,0.000330447971956048,-0.000142542384202583,-0.000250700414054242,0.000146131654364987,-4.10109906289514e-05,-9.03188720233761e-05,-7.37535737562953e-06,-2.31388340428303e-05,-5.67378655597882e-05,-7.20016196451567e-05,-3.90543130515675e-07,2.74039460664566e-05,-5.68282762070105e-05,-2.71910598793265e-05,3.97621404536197e-05,-2.28589071343821e-06,1.26201123823444e-06
"2",-1.71808755722132,3.18461796684159,-0.00926111080770112,-0.0262639581625691,-1.57816365823699,-1.69199906461131,-0.501218536466371,0.710835603628632,0.444955303480419,-0.679419650661054,0.844743761709386,0.775282611798984,0.388302859087427,1.79615593408875,0.193662680364153,-0.417833025432238,-0.456934559369003,0.185917281952285,0.089383806298323,0.0787222706092887,0.00481248338256148,0.0141403757135585,0.000344343957258844,0.000372421044847228,-0.000165548584669731,-0.000224356442672057,-0.000277423446145439,-0.000118171884314169,-8.68568758854507e-05,6.90523792094069e-05,4.84350358316964e-05,5.58725744456354e-06,6.80892631905114e-05,4.80869739763051e-05,4.34972764872255e-05,-1.39829678123954e-05,-1.32398284349855e-07,-2.38019740268491e-05,-1.66218033306881e-05,9.03215915731836e-06
"3",-2.09254277584106,0.975351405953612,-1.0753260900867,1.11793354617708,-0.121926298524636,0.702783029273904,0.466740037561732,0.455500104724111,-1.77648473033944,0.257526004951707,0.275326249282747,0.532342299059611,0.019814654997791,0.512703554750384,0.234459916369258,0.0652131193256948,-0.0171607906979383,0.0588539617019634,0.077877249597592,0.0356628436048515,0.145525802379527,-0.00521935145416683,0.000570915517433252,-0.000314789771788487,0.000128593012593291,4.18043933782912e-05,-0.000239909978929483,6.70899738391059e-05,-7.09132237263002e-05,8.52602274924903e-05,2.58055730589426e-05,6.06717773060459e-05,1.27828198041163e-06,-5.88161378857477e-06,-4.43874397476895e-05,-1.42915240822494e-05,2.948508392666e-05,-3.55734786645773e-05,-3.07947178662393e-05,-2.64251181787689e-05
"4",-1.08839781360012,5.65906182866843,-2.13842826489287,-2.4435282524181,-2.68764888779188,1.74440036025418,1.07513630697695,-0.879425491475733,0.82261781107811,1.25486514518387,-0.873063784001697,-0.915652485723076,-1.18287900976367,0.540638584838432,-0.158630241052805,-0.0389297441913282,-0.752037532677953,0.153216628045395,-0.164923725624472,0.246769036775021,0.188195609238875,0.0757118939811485,-0.000327421620561717,8.84544931288663e-05,1.45535897903561e-05,-0.000228156356634287,-9.85642594890368e-06,-7.700570711759e-05,-1.35278403894344e-05,-1.99509798921699e-05,4.3934839010858e-05,-1.3542872842943e-05,-1.22202224755296e-05,-2.50373525018588e-05,-5.03713360517841e-06,-3.11387275853114e-06,-9.61637233479282e-06,3.56504214940115e-05,4.77552539573586e-06,-9.54616375961267e-06
"5",0.00970705877179555,3.32108686328954,-2.96046651004808,2.53412953501563,-0.227385629548516,1.28095526281977,0.944667798890011,0.92688426739179,-2.20586824661764,-1.1867324727295,-1.2976430494854,-0.374852526541112,-1.08335165460326,0.209334509590225,0.0564509458596951,0.528252089676027,-0.256827178887834,0.716539338673235,0.053392493543014,0.0628431629227744,0.0492415797840381,-0.145977847465219,-0.000899827027243018,0.000144680920495108,-4.29628699767768e-05,0.000184630305085901,0.000119894645923855,-4.36033366315609e-05,0.000122367295054474,4.35851397062891e-05,-2.85622028773048e-05,4.20231629996975e-06,5.39388774045239e-05,3.39004055688024e-05,-1.64016617281004e-05,4.86453033479578e-05,-8.06476243571125e-06,-2.63734913145009e-05,1.24548422850649e-05,2.36670047610819e-05
"6",-2.36209988975725,-1.29021614567751,0.326049329883444,-0.911612739609598,0.0406710836514573,-0.11989058080652,0.519607944381214,0.559586461953236,-1.00774714109704,0.754570298923422,-0.202581655165276,0.166596842465968,-0.145991339139718,-0.183557059661127,0.257708020944924,0.053460128725105,0.289636815480835,-0.106943736611717,0.150339592910522,0.0199982962169196,-0.01039222544416,0.105602349836973,0.00037643238349044,-0.000102830305525894,0.000139005065444738,0.000183348764422268,-0.000272113589592927,0.000124465379239887,-2.71571661178416e-05,4.48632337145538e-05,-4.39790957831483e-05,7.48591511045317e-05,-1.68006568642964e-05,-3.84425550124107e-05,-7.52415806655193e-05,5.89981897564096e-06,3.62830219724428e-05,-2.9693174957976e-05,-3.15867167375306e-05,-2.08745200495075e-05
"7",-2.84300714050739,0.420554763561392,-0.719528339938917,-0.134441332346671,0.870689438388746,0.232701280129933,0.499529981652768,-1.44325867073953,-1.17976481901487,0.869813577732562,-0.263062662486433,0.620499132455173,0.0579580539544478,0.0837763080664636,0.428632239057366,-0.278827640577419,-0.0535432780305993,-0.0759998418129068,-0.0214932546099613,0.242334303899895,-0.0146156008587971,0.0172691582263954,-0.000655093862962489,-0.000424014425177255,-0.000578404638824777,-0.00010242423008535,-6.99848422524435e-06,0.000128339310242243,-6.78727216752162e-05,0.000110876846916345,7.97017407469826e-05,-1.1090074349733e-05,-5.0832663899103e-05,5.70175529985562e-05,7.44301897585287e-05,6.73545878229764e-06,-2.01191783929106e-05,-5.58933038989629e-06,-4.64915473692429e-05,1.89425057030568e-05
"8",-2.85676424967112,-1.42096550141849,0.669246485091722,-1.6149940331977,0.395103166787386,-1.50345072550024,0.869775433620503,0.111877707541663,-0.240929953235232,-0.0699920399748176,-0.42897528409023,0.330120324390901,-0.61871899456904,-0.0216007308936738,0.273913743792498,-0.0742558147910294,0.148877614246772,-0.0482911924267686,0.0795150300544342,0.112905633346036,-0.127590385235542,-0.0703419950093285,0.000837821137730593,-0.000328043395125925,0.000155420491542875,0.000207694973710211,-0.000222376417188648,5.09287389169645e-05,2.90035720010295e-06,0.000121439863529207,-3.56193877173241e-05,8.76296887767705e-05,2.06696371699566e-05,4.8605043910438e-05,1.82632636851199e-05,-4.8490062049128e-05,-1.41543710240957e-05,3.43586665755152e-05,2.59413430034328e-06,1.57732300576363e-05
"9",-3.02446012253809,-1.18548870736131,0.282019226982488,0.211379416809632,0.32724850950955,-0.863971585124611,0.440016979103718,-0.0586497919520192,-0.415750617026495,0.548673982425283,-0.0038283402151568,0.00990302628481219,-0.180341710079186,0.257156543146014,0.144285383161697,0.107327062213463,0.166714134040708,-0.266488087316173,0.00349840505849439,-0.119278805070878,-0.083235780336474,0.041419852569376,0.000556222665229429,-0.000197553905665393,2.3587613181092e-05,0.000250654925754622,-2.18297995289024e-05,-3.59200281945353e-05,-0.000266985616595286,-0.000162786271200303,0.000102149245435879,-4.65880065621642e-05,-1.28115917295141e-05,7.39947787327944e-05,6.23168000982721e-05,2.58196160419499e-05,-7.40526139573622e-05,-6.21217209967745e-05,7.01966068732962e-05,-1.68004175041814e-05
"10",-2.23169231738356,-1.12162519280046,0.760387415718578,-0.438162764523929,0.104039027392725,-0.812273176130578,0.821912345832414,-0.607240663946728,0.495115407670189,-0.84739055135385,0.402284656729566,0.134507172246231,-0.911913096276513,-0.266875216397046,0.213993790918282,0.0248288584335573,0.130404036509888,0.30915381512603,0.0646786926300362,0.0491841041811119,0.00482299284294431,0.0863642793736843,-0.000464810052459751,-0.000399285432356372,-0.000488742442107753,-7.38670190779805e-05,-8.70596203725871e-05,-1.07024122142849e-05,-6.85920009494412e-05,-4.64907802066074e-05,-3.41455129080105e-05,8.17963411910358e-05,4.37567661988603e-06,-8.20873904621572e-05,-5.69831817207322e-05,-4.61326915696114e-06,1.88482533829207e-05,-1.19068022828572e-05,7.90004658591525e-05,3.02817298845626e-05
"11",-2.68095052358064,-0.770790063995616,-0.822944380408853,-1.77680274602935,0.0188632756884796,-0.0985222227438165,-1.56899867326138,-0.746430182760405,-0.243893404543577,-0.0331994709445981,-0.232958228955515,0.797641741833819,-0.18703870114823,0.280892870368627,-0.231573571697806,0.3480779950522,0.222232894960277,-0.372583261362189,-0.0875092257531594,-0.0412511392778215,0.0799676015408959,-0.0335448942795244,0.000269651022042197,0.000423702496026926,0.000388105490216902,-2.74498887635546e-05,2.02788835566015e-05,-4.0818059660476e-05,1.79377894347216e-05,0.000125806569462157,5.50744315051706e-05,-5.42426541373063e-05,2.86212560972887e-05,-6.18199077495885e-05,-1.07548617313269e-05,1.992542039983e-05,-2.6479031614228e-05,-2.62853814960301e-05,4.99869435240385e-05,3.74992423829434e-06
"12",-0.739971453890434,1.5432098120053,-0.93003114458033,1.74168465486329,0.680049224867901,1.67029257441657,-0.590726432646659,-2.19647098007368,1.38159940555979,0.542895622171687,0.458670716792154,0.496252638971396,0.0786469778599462,1.87714815945384,0.0283040812855133,-0.0262095883393229,0.192871736986345,0.166084278700163,-0.126399181065956,-0.100499453862396,0.0609138022571987,0.0508962118856163,-0.000177402776502578,-0.000213512934379571,0.000100715719424607,6.64937890041059e-05,0.000129887840391014,-2.05633790299233e-06,3.89021760325257e-05,-6.36245660639214e-05,-7.79280071774345e-05,4.73425577872527e-05,-4.91788783282751e-05,2.659069473206e-05,-5.37889437703665e-05,-1.53065782106318e-05,-2.82318499830216e-06,3.01150537143288e-06,-2.11886375054218e-05,8.44186964187033e-06
"13",-2.1629124968466,0.293717714357452,-0.93656290494349,-1.61222713256328,-0.713575782592996,-0.384485450891081,-1.08646391779633,-0.777909869146184,-0.372209209280019,-0.346958813820107,-0.53683234297312,0.0106155650003332,-0.50390499773532,-0.193953882353016,-0.111377587718318,0.37319243342465,-0.127246478006808,0.0528546205980507,-0.0426638426171545,-0.0827293854196219,0.0572042630081489,0.0028728577464379,0.000418397295637326,0.000633851102103563,0.000379649516264048,2.38151820001406e-05,-4.22015597982724e-05,3.2959280226454e-05,2.99170836963458e-05,6.29993126211766e-05,7.01615222363158e-06,-4.84325260939038e-05,-9.44843059191292e-05,9.09319040065665e-05,2.59814978127715e-05,1.09390178076874e-06,1.62560319879809e-05,-2.36665595132468e-05,2.71611156280605e-05,2.97716589975627e-05
