1.6244,1.7184,-0,1.8355,0.1481,1.3176,0.2963,0.9305,0.4444,0.7917,0.5925,0.6984,0.7407,0.6449,0.8888,0.6569,1.0369,0.576,1.1851,0.5696,1.3332,0.575,1.4813,0.5882,1.6295,0.5061,1.7776,0.4645,1.9257,0.4714,2.0739,0.4629,2.222,0.5244,2.3701,0.2898,2.5182,0.5439,2.6664,0.396,2.8145,0
1.5776,1.7222,-0,1.648,0.0572,1.3906,0.1144,1.1425,0.1717,0.9108,0.2289,0.7481,0.2861,0.6348,0.3433,0.5619,0.4005,0.5099,0.4578,0.4678,0.515,0.4875,0.5722,0.4799,0.6294,0.3752,0.6866,0.4312,0.7439,0.3723,0.8011,0.3214,0.8583,0.432,0.9155,0.3075,0.9727,0.5316,1.03,0.2953,1.0872,0
1.5775,1.7672,-0,1.7685,0.0875,1.3868,0.1751,1.0314,0.2626,0.8309,0.3501,0.6696,0.4376,0.5968,0.5252,0.5388,0.6127,0.4879,0.7002,0.4578,0.7877,0.3984,0.8753,0.2703,0.9628,0.3555,1.0503,0.1427,1.1378,0.1649,1.2254,0.0925,1.3129,0.2737,1.4004,0.741,1.4879,0,1.5755,-0.3403,1.663,0
1.6243,1.775,-0,1.7821,0.1263,1.4295,0.2526,0.9701,0.3789,0.738,0.5052,0.6561,0.6315,0.5307,0.7578,0.4926,0.8841,0.5506,1.0104,0.4417,1.1367,0.3673,1.263,0.4127,1.3893,0.398,1.5156,0.4438,1.6419,0.235,1.7682,0.2703,1.8945,0.2737,2.0208,0,2.1471,0,2.2734,-0.3403,2.3997,0
1.612,1.7701,-0,1.8223,0.147,1.3688,0.294,0.9548,0.441,0.7602,0.588,0.6819,0.735,0.6454,0.882,0.634,1.029,0.6182,1.176,0.5977,1.323,0.5978,1.4701,0.5082,1.6171,0.5318,1.7641,0.5482,1.9111,0.4548,2.0581,0.7297,2.2051,0.4301,2.3521,0.2239,2.4991,0,2.6461,0.3403,2.7931,0
1.6178,1.7204,-0,1.7215,0.0758,1.4245,0.1516,1.0593,0.2274,0.7996,0.3031,0.6952,0.3789,0.6086,0.4547,0.5776,0.5305,0.5856,0.6063,0.5218,0.6821,0.4693,0.7578,0.3537,0.8336,0.4199,0.9094,0.584,0.9852,0.4501,1.061,0.4264,1.1368,0.1854,1.2125,0.3537,1.2883,0.3403,1.3641,0,1.4399,0
1.6188,1.7518,-0,1.8867,0.1486,1.2397,0.2972,0.8527,0.4458,0.6786,0.5944,0.5711,0.743,0.5434,0.8917,0.4612,1.0403,0.5555,1.1889,0.5184,1.3375,0.3673,1.4861,0.5107,1.6347,0.5117,1.7833,0.26,1.9319,0.5542,2.0805,0.2232,2.2291,0,2.3778,0.2616,2.5264,0,2.675,0,2.8236,0
1.6116,1.7626,-0,1.8695,0.1547,1.2504,0.3095,0.8606,0.4642,0.7034,0.619,0.6903,0.7737,0.5926,0.9285,0.5347,1.0832,0.4116,1.2379,0.3157,1.3927,0.3944,1.5474,0.4517,1.7022,0.3453,1.8569,0.4509,2.0116,0.5268,2.1664,0.5503,2.3211,0.6404,2.4759,0.3751,2.6306,0.4243,2.7854,0.0929,2.9401,0
1.6293,1.7596,-0,1.8367,0.1535,1.3157,0.307,0.9024,0.4605,0.7166,0.614,0.7034,0.7675,0.5962,0.921,0.6086,1.0744,0.5768,1.2279,0.4329,1.3814,0.4481,1.5349,0.4417,1.6884,0.2726,1.8419,0.1739,1.9954,0.208,2.1489,0.2643,2.3024,0,2.4559,0,2.6094,0,2.7629,0.1462,2.9164,0
1.6473,1.771,-0,1.8114,0.1264,1.3855,0.2528,0.9246,0.3791,0.7419,0.5055,0.6591,0.6319,0.6056,0.7583,0.5997,0.8847,0.5975,1.0111,0.7596,1.1374,0.6544,1.2638,0.5361,1.3902,0.4569,1.5166,0.5988,1.643,0.7957,1.7693,0.5871,1.8957,0.1808,2.0221,0,2.1485,0,2.2749,-0.3403,2.4013,0
1.5623,1.7867,-0,1.7179,0.0973,1.4367,0.1947,1.0506,0.292,0.8366,0.3893,0.7128,0.4866,0.6677,0.584,0.6087,0.6813,0.5498,0.7786,0.4514,0.876,0.5672,0.9733,0.3803,1.0706,0.5082,1.1679,0.5189,1.2653,0.5889,1.3626,0.5156,1.4599,0.5156,1.5573,0.2337,1.6546,0.5083,1.7519,0.2702,1.8492,0
1.5915,1.7638,-0,1.8703,0.1559,1.2201,0.3117,0.8636,0.4676,0.7142,0.6235,0.5997,0.7794,0.5957,0.9352,0.5625,1.0911,0.6725,1.247,0.6208,1.4029,0.6322,1.5587,0.7489,1.7146,0.5522,1.8705,0.5428,2.0264,0.4933,2.1822,0.5879,2.3381,0.5093,2.494,0.2947,2.6499,0.1668,2.8057,0.2237,2.9616,0
1.5608,1.7173,-0,1.856,0.1562,1.3031,0.3123,0.857,0.4685,0.7543,0.6246,0.7214,0.7808,0.7018,0.937,0.5644,1.0931,0.6228,1.2493,0.5872,1.4054,0.6639,1.5616,0.6332,1.7177,0.6726,1.8739,0.4184,2.0301,0.3079,2.1862,0.3778,2.3424,0.0681,2.4985,0,2.6547,0,2.8109,0,2.967,0
1.553,1.7805,-0,1.7768,0.1055,1.3322,0.2109,1.0041,0.3164,0.7935,0.4218,0.6692,0.5273,0.6038,0.6327,0.5327,0.7382,0.5068,0.8437,0.5444,0.9491,0.5508,1.0546,0.4476,1.16,0.4261,1.2655,0.3396,1.3709,0.4637,1.4764,0.4973,1.5818,0.4189,1.6873,0.5184,1.7928,0.5074,1.8982,0.1136,2.0037,0
1.5776,1.6375,-0,1.888,0.1502,1.2192,0.3005,0.9308,0.4507,0.8001,0.6009,0.7068,0.7512,0.6541,0.9014,0.5669,1.0516,0.4989,1.2019,0.5353,1.3521,0.5386,1.5023,0.4883,1.6526,0.5471,1.8028,0.4689,1.953,0.4754,2.1033,0.2816,2.2535,0.2551,2.4038,0.3738,2.554,0.3646,2.7042,0.1979,2.8545,0
1.5701,1.7485,-0,1.8512,0.1456,1.2762,0.2913,0.881,0.4369,0.7119,0.5826,0.6511,0.7282,0.6315,0.8739,0.6948,1.0195,0.6016,1.1652,0.6769,1.3108,0.609,1.4565,0.3219,1.6021,0.3469,1.7478,0.399,1.8934,0.0395,2.039,0.2968,2.1847,0.2737,2.3303,0,2.476,0.1521,2.6216,0,2.7673,0
1.6164,1.7837,-0,1.8683,0.1521,1.236,0.3042,0.8695,0.4563,0.6899,0.6084,0.5761,0.7605,0.6187,0.9126,0.6252,1.0647,0.4019,1.2168,0.5365,1.3689,0.7941,1.521,0.7432,1.6731,0.5436,1.8252,0.4268,1.9773,0.7496,2.1294,0.6103,2.2815,0.2685,2.4336,0,2.5857,0.5004,2.7377,0,2.8898,0
1.6368,1.726,-0,1.8756,0.1527,1.2568,0.3055,0.8592,0.4582,0.751,0.611,0.7015,0.7637,0.6952,0.9164,0.5701,1.0692,0.4727,1.2219,0.6062,1.3747,0.6721,1.5274,0.5613,1.6801,0.4401,1.8329,0.2535,1.9856,0.328,2.1384,0.2076,2.2911,0.2497,2.4438,0.1398,2.5966,0.1601,2.7493,0.149,2.9021,0
1.63,1.7456,-0,1.8335,0.1195,1.303,0.2389,0.9409,0.3584,0.7741,0.4779,0.6592,0.5974,0.6683,0.7168,0.5953,0.8363,0.4621,0.9558,0.3644,1.0752,0.3672,1.1947,0.4421,1.3142,0.4734,1.4336,0.4143,1.5531,0.497,1.6726,0.6355,1.7921,0.6731,1.9115,0.5899,2.031,0.3616,2.1505,0.6207,2.2699,0
1.6067,1.784,-0,1.8126,0.1421,1.3685,0.2842,0.9536,0.4263,0.7469,0.5684,0.677,0.7105,0.638,0.8526,0.6394,0.9947,0.539,1.1369,0.5407,1.279,0.3961,1.4211,0.4401,1.5632,0.4146,1.7053,0.4094,1.8474,0.3733,1.9895,0.467,2.1316,0.0631,2.2737,0.1096,2.4158,0,2.5579,0,2.7,0
1.6244,1.8034,-0,1.5269,0.0731,1.423,0.1461,1.2195,0.2192,0.9848,0.2923,0.8204,0.3653,0.7046,0.4384,0.6246,0.5115,0.5381,0.5845,0.5228,0.6576,0.4542,0.7306,0.4461,0.8037,0.3866,0.8768,0.3368,0.9498,0.3967,1.0229,0.2531,1.096,0.3188,1.169,0.2907,1.2421,0.1721,1.3152,0.138,1.3882,0
1.5776,1.7775,-0,1.4521,0.0549,1.3495,0.1097,1.2511,0.1646,1.0708,0.2194,0.8858,0.2743,0.7353,0.3291,0.6548,0.384,0.5752,0.4388,0.5026,0.4937,0.4666,0.5485,0.4245,0.6034,0.337,0.6583,0.3628,0.7131,0.348,0.768,0.2874,0.8228,0.3167,0.8777,0.2809,0.9325,0.0702,0.9874,0.2193,1.0422,0
1.5775,1.7672,-0,1.5602,0.0611,1.3818,0.1222,1.216,0.1834,1.007,0.2445,0.8068,0.3056,0.6986,0.3667,0.5966,0.4279,0.5028,0.489,0.5056,0.5501,0.4434,0.6112,0.4531,0.6724,0.3845,0.7335,0.3552,0.7946,0.3432,0.8557,0.2999,0.9169,0.2767,0.978,0.6926,1.0391,0,1.1002,-0.3403,1.1614,0
1.6243,1.8325,-0,1.4521,0.0536,1.2779,0.1072,1.2085,0.1608,1.065,0.2144,0.9134,0.268,0.7922,0.3216,0.7012,0.3752,0.6104,0.4288,0.5362,0.4824,0.5066,0.536,0.452,0.5896,0.3982,0.6432,0.3754,0.6968,0.3691,0.7504,0.3282,0.804,0.301,0.8576,0.0878,0.9112,0.3876,0.9648,0.2787,1.0184,0
