1.728,1.7926,-0,1.9217,0.1569,0.8425,0.3138,0.8152,0.4707,0.886,0.6276,1.0241,0.7846,0.8472,0.9415,0.7966,1.0984,0.7739,1.2553,0.83,1.4122,0.8239,1.5691,0.6228,1.726,0.4585,1.8829,0.3387,2.0398,0.3257,2.1968,0.3928,2.3537,0.3811,2.5106,0.4788,2.6675,0.5104,2.8244,0.4902,2.9813,0
1.6581,1.9959,-0,1.4687,0.1519,0.6308,0.3039,0.6662,0.4558,0.5444,0.6077,0.5526,0.7596,0.6074,0.9116,0.6013,1.0635,0.7395,1.2154,0.8965,1.3674,0.8778,1.5193,0.7431,1.6712,0.4688,1.8231,0.3045,1.9751,0.2073,2.127,0.2016,2.2789,0.064,2.4308,-0,2.5828,0.08,2.7347,0,2.8866,0
1.5557,1.8224,-0,1.7331,0.051,1.2132,0.102,1.0828,0.153,0.9492,0.2041,0.8197,0.2551,0.7458,0.3061,0.6556,0.3571,0.6459,0.4081,0.5175,0.4591,0.4712,0.5101,0.4706,0.5611,0.4197,0.6122,0.4008,0.6632,0.3624,0.7142,0.3814,0.7652,0.4182,0.8162,0.2613,0.8672,0.3475,0.9182,0.4257,0.9693,0
1.968,1.0524,-0,1.6741,0.011,1.5018,0.0221,1.1849,0.0331,0.8865,0.0441,0.6448,0.0552,0.501,0.0662,0.4076,0.0772,0.3636,0.0883,0.321,0.0993,0.2873,0.1103,0.2765,0.1214,0.1911,0.1324,0.186,0.1434,0.1273,0.1545,0.2875,0.1655,0.0759,0.1765,0.5047,0.1876,0,0.1986,0,0.2096,0
1.619,1.9632,-0,1.8722,0.1326,1.3096,0.2651,0.9077,0.3977,0.7091,0.5302,0.759,0.6628,0.5742,0.7953,0.6436,0.9279,0.6289,1.0605,0.6232,1.193,0.4069,1.3256,0.4307,1.4581,0.4546,1.5907,0.2386,1.7232,0.6093,1.8558,0.2616,1.9884,0.3285,2.1209,0.1521,2.2535,0,2.386,0,2.5186,0
1.7903,1.6651,-0,1.7961,0.0616,1.2378,0.1233,1.0166,0.1849,0.9293,0.2466,0.8121,0.3082,0.7497,0.3699,0.7082,0.4315,0.6519,0.4932,0.6429,0.5548,0.6109,0.6165,0.4918,0.6781,0.6162,0.7398,0.5644,0.8014,0.5787,0.8631,0.6168,0.9247,0.5219,0.9864,0.5635,1.048,0.437,1.1097,0.2001,1.1713,0
1.6268,1.9269,-0,1.6242,0.0831,1.3821,0.1661,1.0698,0.2492,0.8809,0.3323,0.7959,0.4153,0.7455,0.4984,0.6996,0.5815,0.7188,0.6645,0.6684,0.7476,0.6198,0.8306,0.5789,0.9137,0.4989,0.9968,0.5182,1.0798,0.4917,1.1629,0.3618,1.246,0.4525,1.329,0.3552,1.4121,0.228,1.4952,0.516,1.5782,0
1.5887,1.6763,-0,1.6109,0.0221,1.1085,0.0441,1.0022,0.0662,0.8945,0.0883,0.8293,0.1103,0.7217,0.1324,0.6716,0.1545,0.5693,0.1765,0.5611,0.1986,0.5558,0.2207,0.5413,0.2427,0.4804,0.2648,0.4713,0.2869,0.4546,0.3089,0.3618,0.331,0.3454,0.3531,0.4233,0.3751,0.4351,0.3972,0.4878,0.4193,0
1.7632,1.8203,-0,1.8301,0.1245,1.2046,0.249,1.0788,0.3735,0.9023,0.498,0.85,0.6225,0.7681,0.747,0.6416,0.8715,0.7144,0.996,0.7506,1.1205,0.5023,1.245,0.5841,1.3695,0.455,1.494,0.5018,1.6185,0.4753,1.743,0.3682,1.8675,0.2478,1.992,0.5229,2.1166,0.4353,2.2411,0.2061,2.3656,0
1.7412,1.5896,-0,1.9266,0.1022,1.0864,0.2045,0.8464,0.3067,0.8181,0.409,0.7249,0.5112,0.6585,0.6135,0.5864,0.7157,0.5637,0.8179,0.5902,0.9202,0.5341,1.0224,0.5435,1.1247,0.5944,1.2269,0.6504,1.3292,0.5286,1.4314,0.3971,1.5336,0.3702,1.6359,0.4088,1.7381,0.1721,1.8404,0.381,1.9426,0
1.6103,1.5863,-0,1.9312,0.0477,0.9166,0.0955,0.8443,0.1432,0.8708,0.191,0.816,0.2387,0.6947,0.2865,0.6437,0.3342,0.6788,0.3819,0.4619,0.4297,0.4713,0.4774,0.4654,0.5252,0.5812,0.5729,0.6054,0.6207,0.5643,0.6684,0.5688,0.7162,0.7294,0.7639,0.6631,0.8116,0.5629,0.8594,0.4265,0.9071,0
1.6843,1.3253,-0,1.766,0.0212,1.1923,0.0424,1.0425,0.0637,0.8812,0.0849,0.7579,0.1061,0.7588,0.1273,0.8371,0.1486,0.7285,0.1698,0.6296,0.191,0.5771,0.2122,0.4819,0.2335,0.5407,0.2547,0.5842,0.2759,0.6579,0.2971,0.5364,0.3184,0.3754,0.3396,0.3773,0.3608,0.433,0.382,0.4528,0.4033,0
